公司代號名稱,資料來源,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2453 - 凌群,股東會確認,1,108/03/22,108/06/13,"419,786,884","62,911,469","475,475,652","425,475,652",0.5,0,"50,000,000",0,0,0,新台幣                 10.0000元
2454 - 聯發科,股東會確認,1,108/04/30,108/06/14,"86,351,390,151","20,760,497,963","106,501,713,932","96,976,480,706",6,3,"14,287,849,839",0,0,0,新台幣                 10.0000元
2455 - 全新,股東會確認,1,108/03/07,108/06/12,"11,642,106","397,170,222","370,358,000","546,164",2,0.5,"462,264,795",0,0,0,新台幣                 10.0000元
2456 - 奇力新,股東會確認,1,108/03/14,108/06/05,"1,469,153,845","2,882,536,312","3,874,486,648","1,928,578,744",8,0,"1,945,907,904",0,0,0,新台幣                 10.0000元
2457 - 飛宏,股東會確認,1,108/03/15,108/06/19,"-128,997,808","-246,595,235","-304,379,389",0,0,0,0,0,0,0,新台幣                 10.0000元
2458 - 義隆,股東會確認,1,108/03/12,108/06/10,"309,164","1,559,580,170","1,429,724,265","16,680,442",4.65,0.35,"1,519,401,961",0,0,0,新台幣                 10.0000元
2459 - 敦吉,股東會確認,1,108/03/18,108/06/13,"1,451,174,952","431,557,293","1,840,159,707","1,628,358,477",2,1,"317,701,845",0,0,0,新台幣                 10.0000元
2460 - 建通,股東會確認,1,108/03/26,108/06/25,"386,195,726","-89,247,490","232,819,170","232,819,170",0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2461 - 光群雷,股東會確認,1,108/03/26,108/05/31,"454,355,729","65,828,999","443,684,814","381,641,715",0.41,0,"62,043,099",0,0,0,新台幣                 10.0000元
2462 - 良得電,股東會確認,1,108/05/07,108/06/21,"551,332,612","11,266,319","509,360,318","438,118,020",0.5,0,"71,242,298",0,0,0,新台幣                 10.0000元
2464 - 盟立,股東會確認,1,108/03/25,108/06/14,"316,897,173","953,805,100","1,110,859,325","465,606,279",3.3,0,"645,253,046",0,0,0,新台幣                 10.0000元
2465 - 麗臺,股東會確認,1,108/03/13,108/06/13,"-168,389,388","-60,174,621","-219,664,607","-219,664,607",0,0,0,0,0,0,新台幣                 10.0000元
2466 - 冠西電,股東會確認,1,108/03/27,108/06/18,0,"3,501,842",0,0,0,0,0,0,0,0,新台幣                 10.0000元
2467 - 志聖,股東會確認,1,108/03/14,108/06/13,"133,987,555","556,387,439","641,156,446","268,142,576",2.5,0,"373,013,870",0,0,0,新台幣                 10.0000元
2468 - 華經,股東會確認,1,108/03/25,108/06/21,"163,658,413","42,485,532","204,349,884","169,369,259",0.5,0,"34,980,625",0,0,0,新台幣                 10.0000元
2471 - 資通,股東會確認,1,108/03/21,108/06/21,0,"57,185,020","52,990,359",0,1.12139676,0.07860324,"56,704,668",0,0,0,新台幣                 10.0000元
2472 - 立隆電,股東會確認,1,108/03/26,108/06/24,"591,317,521","570,745,645","1,023,690,720","726,485,129",2.3,0,"297,205,591",0,0,0,新台幣                 10.0000元
2474 - 可成,股東會確認,1,108/03/06,108/06/12,"80,223,186,889","27,972,188,423","104,871,742,679","95,627,049,851",12,0,"9,244,692,828",0,0,0,新台幣                 10.0000元
2476 - 鉅祥,股東會確認,1,108/03/18,108/06/13,"1,211,870,114","291,393,979","1,443,573,590","1,210,513,535",1.26,0,"233,060,055",0,0,0,新台幣                 10.0000元
2477 - 美隆電,股東會確認,1,108/03/14,108/06/27,"303,476,673","171,028,599","465,405,935","294,939,698",0.86,0,"170,466,237",0,0,0,新台幣                 10.0000元
2478 - 大毅,股東會確認,1,108/04/22,108/06/05,"644,117,706","1,354,622,615","1,904,771,225","1,430,912,930",2.5,0,"473,858,295",0,0,0,新台幣                 10.0000元
2480 - 敦陽科,股東會確認,1,108/02/25,108/05/29,"212,727,120","404,219,106","582,768,933","263,688,060",3,0.42,"363,752,195",0,0,0,新台幣                 10.0000元
2481 - 強茂,股東會確認,1,108/03/22,108/06/13,0,"891,741,140","434,787,938","249,890,756",0.5,0,"184,897,182",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2482 - 連宇,股東會確認,1,108/03/13,108/06/12,"-71,187,981","3,478,366","-63,124,930","-63,124,930",0,0,0,0,0,0,新台幣                 10.0000元
2483 - 百容,股東會確認,1,108/02/25,108/06/10,"308,461,416","166,140,329","470,513,807","393,793,942",0.7,0.6,"142,479,750",0,0,0,新台幣                 10.0000元
2484 - 希華,股東會確認,1,108/03/08,108/06/14,"158,196,115","260,453,031","449,267,649","218,107,167",1.45,0,"231,160,482",0,0,0,新台幣                 10.0000元
2485 - 兆赫,股東會確認,1,108/03/20,108/06/12,"1,670,682,809","296,659,723","1,905,904,397","1,747,059,878",0.5,0,"158,844,519",0,0,0,新台幣                 10.0000元
2486 - 一詮,股東會確認,1,108/03/06,108/06/06,0,"-109,133,031","-105,483,781","-105,483,781",0,0,0,0,0,0,新台幣                 10.0000元
2488 - 漢平,股東會確認,1,108/02/27,108/06/24,"344,139,778","291,957,740","606,936,233","406,937,650",2.5,0,"199,998,583",0,0,0,新台幣                 10.0000元
2489 - 瑞軒,股東會確認,1,108/03/19,108/06/12,"30,657,814","156,266,654","65,020,121","65,020,121",0,0,0,0,0,0,新台幣                 10.0000元
2491 - 吉祥全,股東會確認,1,108/03/26,108/06/24,"-255,676,951","-32,088,651","-308,522,841","-308,522,841",0,0,0,0,0,0,新台幣                 10.0000元
2492 - 華新科,股東會確認,1,108/04/26,108/06/19,"2,523,321,807","19,704,563,640","20,374,492,994","12,455,952,994",16.3,0,"7,918,540,000",0,0,0,新台幣                 10.0000元
2493 - 揚博,股東會確認,1,108/03/20,108/06/11,"92,336,762","342,985,607","485,779,150","199,685,675",2.5,0,"286,093,475",0,0,0,新台幣                 10.0000元
2495 - 普安,股東會確認,1,108/03/14,108/06/10,"25,026,110","119,413,690","138,116,982","27,644,367",0.4,0,"110,472,615",0,0,0,新台幣                 10.0000元
2496 - 卓越,股東會確認,1,0,108/05/02,"122,863,316","124,866,154","234,250,926","165,209,326",4,0,"69,041,600",0,0,0,新台幣                 10.0000元
2497 - 怡利電,股東會確認,1,108/03/20,108/06/17,"62,219,196","-232,002,484","-165,082,831","-165,082,831",0,0,0,0,0,0,新台幣                 10.0000元
2498 - 宏達電,股東會確認,1,108/05/10,108/06/21,"-6,093,403,038","12,068,201,506","2,516,377,780","2,205,229,275",0.38,0,"311,148,505",0,0,0,新台幣                 10.0000元
2499 - 東貝,股東會確認,1,108/03/22,108/06/12,0,"75,420,142",0,0,0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2501 - 國建,股東會確認,1,108/04/25,108/06/14,"5,267,975,666","3,609,610,796","8,516,625,382","6,081,547,158",2.1,0,"2,435,078,224",0,0,0,新台幣                 10.0000元
2504 - 國產,股東會確認,1,108/03/22,108/06/20,"677,969,248","514,838,537","1,132,005,140","785,755,056",0.25,0,"346,250,084",0,0,0,新台幣                 10.0000元
2505 - 國揚,股東會確認,1,108/03/25,108/06/18,"83,715,615","-48,965,235","421,448,783","73,157,543",0.5,0,"348,291,240",0,0,0,新台幣                 10.0000元
2506 - 太設,股東會確認,1,108/03/22,108/06/13,"618,938,884","182,891,715","913,913,270","851,993,270",0.16,0,"61,920,000",0,0,0,新台幣                 10.0000元
2509 - 全坤建,股東會確認,1,108/05/08,108/06/25,"21,323,370","986,001,133","1,004,892,836","762,696,580",0.6,0,"103,798,396",0.8,1,"31,139,518",新台幣                 10.0000元
2511 - 太子,股東會確認,1,108/03/20,108/06/21,"1,406,353,185","1,252,655,881","2,534,943,222","1,479,781,226",0.65,0,"1,055,161,996",0,0,0,新台幣                 10.0000元
2514 - 龍邦,股東會確認,1,108/03/28,108/06/27,"3,103,649,676","25,101,881","3,448,547,486","3,322,069,587",0.25,0,"126,477,899",0,0,0,新台幣                 10.0000元
2515 - 中工,股東會確認,1,108/03/27,108/06/21,"1,142,323,429","363,334,006","1,504,547,243","1,202,959,978",0.197,0,"301,587,265",0,0,0,新台幣                 10.0000元
2516 - 新建,股東會確認,1,108/03/22,108/06/18,"-332,153,222","66,810,129","-140,975,780",0,0,0,0,0,0,0,新台幣                 10.0000元
2520 - 冠德,股東會確認,1,108/03/20,108/06/10,"3,127,508,450","507,248,273","3,812,991,001","3,309,200,001",1,0,"503,791,000",0,0,0,新台幣                 10.0000元
2524 - 京城,股東會確認,1,108/03/29,108/06/27,"6,224,751,723","497,246,916","6,672,687,547","6,672,687,547",0,0,0,0,0,0,新台幣                 10.0000元
2527 - 宏璟,股東會確認,1,108/03/08,108/06/27,"1,093,028,621","418,730,472","1,450,226,347","1,125,859,147",1.2,0,"324,367,200",0,0,0,新台幣                 10.0000元
2528 - 皇普,股東會確認,1,108/03/20,108/06/20,"-118,036,336","-70,025,536","-188,061,872","-188,061,872",0,0,0,0,0,0,新台幣                 10.0000元
2530 - 華建,股東會確認,1,108/03/13,108/06/05,"279,496,568","26,873,677","299,275,200","218,049,460",0.3,0,"81,225,740",0,0,0,新台幣                 10.0000元
2534 - 宏盛,股東會確認,1,108/04/25,108/06/21,"313,451,995","3,004,987,718","3,032,062,667","3,032,062,667",0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2535 - 達欣工,股東會確認,1,108/03/19,108/06/18,"803,510,293","545,724,200","1,279,995,690","799,995,690",1.7353,0,"480,000,000",0,0,0,新台幣                 10.0000元
2536 - 宏普,股東會確認,1,108/04/26,108/06/14,"3,975,500,614","444,703,415","4,422,306,853","4,089,498,201",1,0,"332,808,652",0,0,0,新台幣                 10.0000元
2537 - 聯上發,股東會確認,1,108/03/28,108/06/25,"296,335,846","28,444,393","377,434,915","377,434,915",0,0,0,0,0,0,新台幣                 10.0000元
2538 - 基泰,股東會確認,1,108/05/02,108/06/13,"1,953,947,145","45,286,839","1,992,891,025","1,729,821,767",0.6,0,"263,069,258",0,0,0,新台幣                 10.0000元
2539 - 櫻花建,股東會確認,1,108/03/15,108/06/06,"596,514,316","450,294,231","1,001,779,124","430,239,192",0.2,0,"81,648,562",1.2,0.1,"53,071,565",新台幣                 10.0000元
2540 - 愛山林,股東會確認,1,108/03/28,108/06/28,"464,520,913","184,852,791","549,407,809","549,407,809",0,0,0,0,0,0,新台幣                 10.0000元
2542 - 興富發,股東會確認,1,108/03/19,108/06/10,"8,470,611,011","6,856,144,206","14,772,987,386","10,689,794,136",3.5,0,"4,083,193,250",0,0,0,新台幣                 10.0000元
2543 - 皇昌,股東會確認,1,108/03/28,108/06/20,"54,451,852","-513,230,590","-481,921,782","-481,921,782",0,0,0,0,0,0,新台幣                 10.0000元
2545 - 皇翔,股東會確認,1,108/03/21,108/06/20,"4,429,410,610","847,389,118","5,191,642,948","4,601,720,294",1.8,0,"589,922,654",0,0,0,新台幣                 10.0000元
2546 - 根基,股東會確認,1,108/03/20,108/06/17,"334,107,579","407,506,387","709,070,085","390,963,105",3,0,"318,106,980",0,0,0,新台幣                 10.0000元
2547 - 日勝生,股東會確認,1,108/04/22,108/06/24,"-1,569,576,028","3,368,317,649","1,615,517,137","721,097,874",0.8,0,"715,535,403",0.2,0,"17,888,386",新台幣                 10.0000元
2548 - 華固,股東會確認,1,108/03/13,108/05/28,"8,177,950,758","863,541,385","8,962,890,576","7,578,826,946",5,0,"1,384,063,630",0,0,0,新台幣                 10.0000元
2597 - 潤弘,股東會確認,1,108/03/22,108/05/28,"6,727,573","660,905,994","655,169,513","7,169,513",4.8,0,"648,000,000",0,0,0,新台幣                 10.0000元
2601 - 益航,股東會確認,1,108/04/26,108/06/28,"173,030,804","6,400,493","285,501,100","222,412,785",0.1,0,"63,088,315",0,0,0,新台幣                 10.0000元
2603 - 長榮,股東會確認,1,108/03/22,108/06/21,"3,537,089,297","293,919,091","3,747,251,257","3,747,251,257",0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,決議（擬議）進度,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2605 - 新興,股東會確認,1,108/03/27,108/06/28,"6,248,822,389","61,775,821","6,861,498,954","6,577,346,859",0.2,0,"113,660,835",0.3,0,"17,049,126",新台幣                 10.0000元
2606 - 裕民,股東會確認,1,108/03/19,108/06/13,"5,733,842,715","1,668,839,657","9,360,185,248","7,839,084,966",1.8,0,"1,521,100,282",0,0,0,新台幣                 10.0000元
2607 - 榮運,股東會確認,1,108/03/21,108/06/27,"3,713,247,373","863,836,577","4,569,714,493","4,196,215,110",0.35,0,"373,499,383",0,0,0,新台幣                 10.0000元
2608 - 嘉里大榮,股東會確認,1,108/05/14,108/06/27,"1,745,523,986","1,216,547,280","2,914,463,518","2,185,942,741",1.56,0,"728,520,777",0,0,0,新台幣                 10.0000元
2609 - 陽明,股東會確認,1,108/03/25,108/06/25,"-418,798,099","-6,590,955,319","-7,114,525,795","-7,114,525,795",0,0,0,0,0,0,新台幣                 10.0000元
2610 - 華航,股東會確認,1,108/03/20,108/06/25,0,"1,790,360,549","1,136,278,379",0,0.20960737,0,"1,136,278,379",0,0,0,新台幣                 10.0000元
2611 - 志信,股東會確認,1,108/03/26,108/06/14,"453,890,215","51,558,008","515,518,192","442,540,542",0.41,0,"72,977,650",0,0,0,新台幣                 10.0000元
2612 - 中航,股東會確認,1,108/05/08,108/06/18,"5,636,664,267","513,711,196","6,362,417,551","6,046,442,202",1.6,0,"315,975,349",0,0,0,新台幣                 10.0000元
2613 - 中櫃,股東會確認,1,108/02/25,108/06/26,"485,747,031","58,469,411","526,253,591","484,289,615",0.34,0,"41,963,976",0,0,0,新台幣                 10.0000元
2614 - 東森,股東會確認,1,108/03/28,108/05/29,"46,826,874","1,070,988,952","852,308,752","295,518,863",1,0,"556,789,889",0,0,0,新台幣                 10.0000元
2615 - 萬海,股東會確認,1,108/03/22,108/06/18,"2,655,462,338","1,117,906,283","4,270,312,152","2,926,844,869",0.6056299,0,"1,343,467,283",0,0,0,新台幣                 10.0000元
2616 - 山隆,股東會確認,1,108/03/27,108/06/27,"986,701,268","236,467,224","1,194,102,779","974,451,536",1.60166903,0,"219,651,243",0,0,0,新台幣                 10.0000元
2617 - 台航,股東會確認,1,108/05/15,108/06/25,"3,092,953,408","957,634,850","4,152,301,752","3,609,818,919",1.3,0,"542,482,833",0,0,0,新台幣                 10.0000元
2618 - 長榮航,股東會確認,1,108/03/19,108/06/24,"4,184,384,403","6,552,827,099","10,122,649,591","6,372,815,046",0.49727797,0,"2,343,646,585",0.29836678,0,"140,618,796",新台幣                 10.0000元
2630 - 亞航,股東會確認,1,108/01/29,108/06/17,"4,749,654","15,404,325","10,655,760","1,046,160",0.08,0.92,"120,120,000",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
